"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"García, Luis",472610,2024,37,"60","59.0",254,235,61,40,13,0,8,53,15,20.9,5.9,".260",".417",".311","0.728",".235",".379",".314",".293",".290",".143","71.6",22.9,14.3,11.3,35.7,28.2,"7.3",9,"88.7","6.3",33.9,7.1,39.3,"77.192155217","94.284691093",24,49.7
"Nardi, Andrew",677053,2024,25,"59","49.2",210,188,44,24,11,2,7,70,18,33.3,8.6,".234",".426",".301","0.727",".194",".317",".312",".259",".267",".122","70.4",14.9,11,7.9,25,17.9,"7.1",8,"88.2","21.5",33.9,7.4,34.7,"77.755849492","93.378505085",31.1,51.8
"Woodford, Jake",663765,2024,27,"9","35.0",167,153,48,28,13,1,6,26,9,15.6,5.4,".314",".529",".359","0.888",".299",".483",".379",".361",".349",".185","71.3",22.9,15.9,13.9,38.3,33.5,"7.3",3,"88.9","14.5",38.8,7.8,39.5,"77.914967813","94.151237656",14,44
"Singer, Brady",663903,2024,27,"32","179.2",762,693,175,116,34,3,22,170,54,22.3,7.1,".253",".405",".315","0.720",".267",".426",".316",".331",".329",".159","71.7",25.2,16.3,12.6,36.3,28.2,"7.4",28,"88.9","8.9",35.6,8,41.7,"77.275001577","94.431135896",25.1,44.7
"Scott, Tanner",656945,2024,29,"72","72.0",294,251,45,35,7,0,3,84,36,28.6,12.2,".179",".243",".285","0.528",".200",".290",".241",".268",".304",".089","72",25.3,6.4,4.3,23.1,15.7,"7.2",11,"84.3","11.1",30.4,4.7,27.5,"71.83934775","92.406937563",32.7,51.8
"Nelson, Kyle",669459,2024,27,"11","10.2",42,37,8,5,1,0,2,8,4,19,9.5,".216",".405",".286","0.691",".314",".500",".289",".365",".372",".186","72.3",28.9,15.8,13.3,34.2,28.9,"7.8",0,"91","16.2",40,6.7,53.3,"79.6126","95.550509",23,51
"Anderson, Justin",605121,2024,31,"56","53.1",243,205,48,34,9,0,5,57,33,23.5,13.6,".234",".351",".347","0.698",".239",".417",".314",".339",".351",".179","70.8",17.8,11.5,8.3,30.1,21.7,"7.3",12,"87.3","15.4",39.3,8.7,35.3,"75.076823243","93.849010203",29.7,47.4
"Rodríguez, Joely",570257,2024,32,"14","13.2",64,60,19,13,2,1,3,12,2,18.8,3.1,".317",".533",".344","0.877",".287",".446",".372",".338",".324",".160","71.8",28.9,13.8,10.8,32.3,25.3,"7.4",1,"85.7","-1.3",34.7,10.2,28.6,"73.3009284","93.184603469",20,48.2
"Brooks, Aaron",605156,2024,34,"5","26.2",119,107,33,22,7,0,4,12,8,10.1,6.7,".308",".486",".353","0.839",".305",".528",".358",".387",".358",".224","72",23.5,20,16.5,46.4,38.2,"7.4",5,"91.5","11.1",31.6,10.2,48,"81.709383673","95.233301959",19.9,49.9
"Winckowski, Josh",670174,2024,26,"40","76.0",336,298,81,56,15,0,10,60,26,17.9,7.7,".272",".423",".334","0.757",".262",".411",".327",".322",".328",".148","71.3",21.2,16.8,13.7,35.8,29.2,"7",11,"88.5","7.1",34.1,6.1,43.1,"76.730726667","94.343318208",20.9,47.8
"Rodríguez, Randy",678495,2024,24,"35","52.1",221,196,47,31,10,2,4,53,18,24,8.1,".240",".372",".311","0.683",".207",".342",".301",".278",".282",".134","70.9",17.9,12.8,9.4,34,25,"7.3",9,"88.1","13.4",26,7.5,37.7,"76.90087875","93.790205",29.6,48.1
"Rodriguez, Eduardo",593958,2024,31,"10","50.0",224,202,56,33,14,1,8,47,19,21,8.5,".277",".475",".341","0.816",".276",".485",".350",".357",".341",".209","71.9",26.9,15.1,11.7,34.3,26.6,"7.2",5,"88.7","14.5",39.5,10.8,42,"76.894034675","94.55394487",22.4,46.4
"Orze, Eric",679358,2024,26,"2","1.2",11,8,3,2,0,0,1,1,2,9.1,18.2,".375",".750",".545","1.295",".194",".392",".537",".368",".414",".198","73.1",23.5,13.3,11.8,33.3,29.4,"7.5",0,"91.2","24.7",28.6,14.3,42.9,"82.37532","95.357094286",11.1,42.9
"González, Victor",624647,2024,28,"27","23.1",97,81,13,8,2,0,3,11,13,11.3,13.4,".160",".296",".299","0.595",".239",".412",".277",".347",".364",".174","71.3",17.5,18.1,15.1,33.3,27.8,"7.4",1,"89.3","8.8",32.9,7.1,44.3,"78.240752","94.344768696",18.1,43
"Altavilla, Dan",656186,2024,31,"5","3.2",21,16,5,3,1,0,1,5,3,23.8,14.3,".313",".563",".450","1.013",".228",".458",".437",".370",".382",".231","73.2",33.3,23.5,16.7,41.2,29.2,"7.3",1,"91.3","7.5",27.3,9.1,36.4,"82.50136","94.759264545",30.6,43.4
"Walker, Josh",677020,2024,29,"10","12.1",56,47,13,9,2,1,1,11,7,19.6,12.5,".277",".426",".357","0.783",".233",".360",".338",".313",".329",".127","71.3",23.8,10.9,8.3,32.8,25,"7.3",2,"86.2","8.2",39.5,7.9,36.8,"73.649997895","93.406570789",25.7,47
"Eisert, Brandon",685126,2024,26,"3","6.2",26,22,5,4,1,0,0,2,4,7.7,15.4,".227",".273",".346","0.619",".250",".383",".290",".337",".365",".133","72.6",23.8,11.8,9.5,29.4,23.8,"7.2",0,"86.4","10.6",30,5,30,"75.637456","92.6116845",18,45.5
"Duarte, Daniel",650960,2024,27,"2","4.0",15,14,2,0,1,0,1,3,1,20,6.7,".143",".429",".200","0.629",".205",".372",".266",".275",".258",".167","69.4",10,22.2,20,44.4,40,"7.5",1,"86.1","7.4",27.3,9.1,36.4,"73.984298333","93.784564545",22.6,55.4
"Whitley, Forrest",666215,2024,26,"3","3.1",20,16,5,4,1,0,0,5,3,25,15,".313",".375",".450","0.825",".300",".375",".378",".374",".440",".075","72",35.7,12,10.7,36,32.1,"7.1",2,"93.2","14.1",36.4,9.1,45.5,"85.521536667","95.715883636",17.9,41.5
"Gil, Luis",661563,2024,26,"29","151.2",637,550,104,56,28,2,18,171,77,26.8,12.1,".189",".345",".297","0.642",".208",".356",".288",".302",".314",".148","72",25.2,11.3,8.2,30.6,22.3,"7.3",27,"89.3","19",33.7,9.5,37.4,"78.931048895","94.034939077",29,45.5
"Busenitz, Alan",641427,2024,33,"3","4.0",21,21,9,7,1,0,1,3,0,14.3,0,".429",".619",".429","1.048",".402",".602",".451",".437",".402",".200","70.4",8.3,20,13.9,44,30.6,"7.3",0,"89.2","11.5",44.4,11.1,38.9,"78.438191111","94.150783889",31.6,50.7
"O'Loughlin, Jack",672552,2024,24,"4","9.2",47,42,13,10,2,0,1,6,5,12.8,10.6,".310",".429",".383","0.812",".325",".492",".358",".388",".397",".167","71.4",21.9,23,19.2,41,34.2,"7.4",0,"90.4","9.8",38.9,8.3,47.2,"79.321363333","95.174652222",20.5,47.2
"Stratton, Hunter",676702,2024,27,"36","37.2",158,145,37,26,8,0,3,33,7,20.9,4.4,".255",".372",".303","0.675",".233",".355",".297",".282",".282",".122","71.5",23.9,14,10.8,29.5,22.7,"7.3",3,"87.3","19.4",32.2,6.1,31.3,"76.05360375","93.397733694",27.4,52.3
"Gordon, Tanner",685299,2024,26,"8","34.1",160,149,53,31,9,3,10,26,6,16.3,3.8,".356",".658",".386","1.044",".310",".512",".440",".368",".344",".202","71.7",23.2,13.1,10.9,32.9,27.5,"7.3",1,"90.2","15.9",34.4,8,36.8,"80.273597377","94.303805328",18.8,54.2
"Nelson, Nick",656793,2024,28,"4","5.1",26,23,8,7,0,1,0,8,2,30.8,7.7,".348",".435",".423","0.858",".222",".281",".379",".275",".311",".060","70.6",21.9,7.7,6.3,19.2,15.6,"7",1,"83.5","23",26.7,0,33.3,"71.00311625","92.711242",22.7,45.8
"Petersen, Michael",656848,2024,30,"16","19.2",90,76,21,12,6,0,3,14,11,15.6,12.2,".276",".474",".367","0.841",".250",".424",".358",".348",".353",".174","71.1",17.1,9.6,7.6,25.9,20.6,"7.1",0,"88.7","22.7",34.4,6.3,37.5,"78.551963125","93.531756719",19.7,51.8
"Thompson, Zack",668868,2024,26,"5","17.0",83,74,24,14,4,0,6,20,8,24.1,9.6,".324",".622",".398","1.020",".256",".439",".432",".340",".338",".183","70.3",16.1,17.4,13.8,29,23,"7.2",1,"89","17.7",33.3,13,40.7,"77.126957778","94.78644",24,47.3
"Bowlan, Jonathan",680742,2024,27,"1","2.2",17,14,6,3,0,0,3,3,3,17.6,17.6,".429","1.071",".529","1.600",".275",".488",".639",".390",".403",".213","71.6",19.2,23.5,15.4,35.3,23.1,"7.3",0,"85.7","18.8",36.4,9.1,36.4,"74.346545","93.153165455",31.3,47.1
"Dobnak, Randy",677976,2024,29,"5","9.2",45,40,11,7,2,1,1,7,5,15.6,11.1,".275",".450",".356","0.806",".274",".385",".343",".323",".354",".111","70.9",23.2,12.5,10.1,37.5,30.4,"7.3",0,"89.2","8.4",30.3,6.1,30.3,"79.067731875","93.885787188",17.3,44.3
"Hartlieb, Geoff",664129,2024,30,"5","9.0",44,39,13,7,4,1,1,7,4,15.9,9.1,".333",".564",".386","0.950",".292",".490",".393",".362",".358",".198","70.5",10.3,9.3,7.4,33.3,26.5,"7.3",1,"88.1","14.2",39.4,9.1,36.4,"77.989123125","93.171579063",19.5,55.8
"Irvin, Cole",608344,2024,30,"29","111.0",492,450,132,81,28,5,18,78,29,15.9,5.9,".293",".498",".340","0.838",".291",".509",".357",".364",".340",".218","71.7",23.6,16.4,13.7,36.6,30.6,"7.3",4,"89.9","15.3",38.8,12.7,40.9,"79.667176223","94.409981813",17,48.3
"Bickford, Phil",641360,2024,28,"8","8.1",39,36,10,7,2,0,1,6,1,15.4,2.6,".278",".417",".316","0.733",".211",".325",".319",".257",".253",".114","71.7",34,17.9,13.2,48.7,35.8,"7.2",1,"91.4","15.6",23.3,6.7,43.3,"82.742502667","94.523146897",28.6,40.9
"Henriquez, Edgardo",683618,2024,22,"3","3.1",14,12,2,2,0,0,0,5,2,35.7,14.3,".167",".167",".286","0.453",".075",".111",".224",".167",".207",".036","70.2",10.9,15.6,12.7,35.6,29.1,"7.1",4,"84.7","27",14.3,0,14.3,"76.9010175","91.068555714",25.9,45.8
"Miley, Wade",489119,2024,37,"2","7.0",30,24,6,5,0,0,1,2,4,6.7,13.3,".250",".375",".379","0.754",".342",".519",".343",".428",".455",".178","71.4",16.7,10.8,9.5,32.4,28.6,"7.3",0,"90","0.2",34.8,8.7,34.8,"80.435419091","94.354307143",9.6,44.1
"Curtiss, John",595928,2024,31,"3","2.1",12,12,6,2,2,0,2,1,0,8.3,0,".500","1.167",".500","1.667",".371",".562",".698",".401",".371",".191","72.7",28.6,12.5,9.5,31.3,23.8,"7.1",0,"88.8","23.7",63.6,18.2,54.5,"80.393711667","93.648530909",24,65.8
"Helsley, Ryan",664854,2024,29,"65","66.1",266,238,50,41,6,0,3,79,23,29.7,8.6,".210",".273",".275","0.548",".212",".301",".243",".257",".280",".089","70.7",17.8,10.6,6.9,35.8,23.2,"7.5",10,"89.4","18.3",36.6,3.7,35.4,"80.156012073","93.657122945",36.1,53
"Lange, Alex",656638,2024,28,"21","18.2",90,69,16,12,4,0,0,21,17,23.3,18.9,".232",".290",".398","0.688",".245",".315",".327",".341",".408",".071","71.8",22.7,16,11.3,34,24.1,"7.5",5,"91.6","9.5",30,2,52,"81.659957083","95.672161667",33.3,43
"Funderburk, Kody",681892,2024,27,"27","34.2",161,136,41,26,10,1,4,32,15,19.9,9.3,".301",".478",".381","0.859",".280",".415",".370",".351",".371",".134","70.1",13.6,13.1,9.9,36.3,27.2,"7",6,"87.8","6",35.8,7.3,34.9,"76.262524074","93.786688333",25,42.3
"Leclerc, José",600917,2024,30,"64","66.2",288,247,56,40,9,0,7,89,32,30.9,11.1,".227",".348",".323","0.671",".213",".343",".300",".294",".312",".130","71.4",21.4,11,7.4,29,19.7,"7.5",11,"87.4","18",36.2,7.4,30.7,"75.98134481","93.541971266",36,47.3
"Ort, Kaleb",672391,2024,32,"22","24.2",93,89,16,7,2,0,7,26,4,28,4.3,".180",".438",".215","0.653",".206",".378",".277",".268",".240",".172","70.8",15.5,11.2,8.1,34.5,24.8,"7.2",4,"88.2","21.4",23.8,6.3,36.5,"77.108641935","94.011532097",26.8,50
"Berroa, Prelander",672860,2024,24,"17","19.0",83,69,15,9,4,0,2,26,13,31.3,15.7,".217",".362",".349","0.711",".132",".213",".318",".233",".278",".081","71.1",16.3,6.2,4.3,17.5,12.1,"7.7",6,"84.4","21.1",25.6,4.7,18.6,"74.777498182","91.421739535",34.4,46
"Scherzer, Max",453286,2024,39,"9","43.1",177,165,40,22,11,0,7,40,10,22.6,5.6,".242",".436",".288","0.724",".243",".399",".312",".304",".291",".156","71.8",24.5,12.7,9,27.1,19.3,"7.4",5,"87.9","20.8",40.5,7.9,34.9,"76.868146557","93.48110123",29.2,54.7
"Hernandez, Jose E.",669796,2024,26,"7","5.1",25,21,5,2,2,0,1,4,4,16,16,".238",".476",".360","0.836",".296",".662",".350",".438",".409",".366","71.1",21.4,27.8,17.9,44.4,28.6,"7.7",0,"91.3","24.3",47.1,23.5,47.1,"82.18678","95.082868235",34.1,49.4
"Sewald, Paul",623149,2024,34,"42","39.2",165,151,35,16,13,0,6,43,10,26.1,6.1,".232",".437",".291","0.728",".229",".409",".311",".301",".289",".180","71.6",21.6,11.7,9.2,28.4,22.3,"7.2",11,"90","26",34.9,9.2,42.2,"79.845752037","94.379078037",24.4,52.8
"Graceffo, Gordon",700669,2024,24,"2","7.2",31,28,7,2,4,0,1,6,2,19.4,6.5,".250",".500",".290","0.790",".279",".489",".329",".341",".317",".210","72.1",24.4,22.2,17.8,33.3,26.7,"7.3",0,"88.9","14.6",30.4,13,39.1,"76.566168182","94.665949545",25,53.3
"Márquez, Germán",608566,2024,29,"1","4.0",20,16,5,4,0,0,1,3,4,15,20,".313",".500",".450","0.950",".269",".456",".417",".386",".415",".187","73.5",32.3,22.7,16.1,36.4,25.8,"7.6",0,"93.1","15.4",23.1,7.7,53.8,"83.452984286","97.122112308",28.1,45.7
"Peralta, Freddy",642547,2024,28,"32","173.2",725,639,143,92,24,1,26,200,68,27.6,9.4,".224",".387",".307","0.694",".224",".377",".305",".305",".308",".153","71.2",21,11.9,8.4,28,19.8,"7.3",25,"87.6","17.3",35.3,8.7,36.9,"75.95026724","93.640809751",31.1,46.9
"Cisnero, José",542585,2024,35,"15","15.2",74,62,18,12,2,0,4,17,8,23,10.8,".290",".516",".384","0.900",".273",".478",".387",".374",".372",".206","71.4",17.2,14.5,11.1,28.9,22.2,"7.3",1,"88","14.8",31.9,8.5,40.4,"75.629629565","94.471597174",25.7,46
"Stripling, Ross",548389,2024,34,"22","85.1",381,353,109,72,30,0,7,49,22,12.9,5.8,".309",".453",".347","0.800",".293",".437",".344",".335",".334",".144","71.9",23.7,17,14.2,38.3,32,"7.4",4,"88.3","13.6",39.8,6.8,35.3,"77.755111307","93.509050131",16.9,47.9
"Emanuel, Kent",592288,2024,32,"12","17.2",82,71,20,12,3,1,4,12,7,14.6,8.5,".282",".521",".366","0.887",".271",".482",".379",".364",".357",".211","70.7",26.2,15.6,13.6,41.1,35.9,"7.2",0,"89.5","1.7",25,10,45,"78.615588667","94.437106",12.2,40.7
"Diekman, Jake",518617,2024,37,"43","32.0",145,114,23,10,5,1,7,40,24,27.6,16.6,".202",".447",".354","0.801",".221",".390",".350",".345",".372",".169","70.9",21.1,10.7,7.7,27.3,19.6,"7.2",4,"87","10.8",36.4,10.4,39,"74.985509474","93.756943733",28.7,42.3
"Hernández, Daysbel",678226,2024,27,"16","18.0",74,63,10,9,1,0,0,26,10,35.1,13.5,".159",".175",".284","0.459",".169",".233",".221",".246",".293",".063","70.6",16,6.6,4.7,17.9,12.7,"7.4",7,"85.2","19.5",27,2.7,27,"73.804452778","92.388933333",34.8,47.9
"Stephens, Jackson",623451,2024,30,"3","3.1",17,15,5,4,0,0,1,2,1,11.8,5.9,".333",".533",".412","0.945",".255",".449",".411",".346",".343",".194","70.6",4.3,10.5,8.7,31.6,26.1,"7.1",1,"84.8","33.2",30.8,7.7,30.8,"74.335467143","92.587323077",17.9,54.9
"Adon, Joan",672851,2024,25,"8","10.2",48,41,12,9,1,0,2,6,4,12.5,8.3,".293",".463",".362","0.825",".256",".376",".357",".329",".345",".120","71.2",18.2,14.3,12.1,35.7,30.3,"7.3",1,"84","-3.6",24.3,8.1,29.7,"69.961371111","93.101360556",15.2,44.4
"Baker, Bryan",641329,2024,29,"19","23.1",93,85,20,10,6,1,3,23,7,24.7,7.5,".235",".435",".290","0.725",".229",".367",".311",".294",".291",".139","71.3",22.4,16.5,12.8,33.1,25.6,"7.3",2,"90.6","15.6",28.6,9.5,47.6,"79.233587097","95.776148525",23.9,48.6
"Pérez, Martín",527048,2024,33,"26","135.0",590,533,151,101,28,0,22,107,49,18.1,8.3,".283",".460",".349","0.809",".277",".468",".351",".353",".344",".191","72.5",28.1,17.6,14,36.1,28.7,"7.5",5,"89","11.2",34.3,8.6,41.5,"76.89241338","94.749829061",21,46
"Lynn, Lance",458681,2024,37,"23","117.1",511,458,113,75,21,1,16,109,44,21.3,8.6,".247",".402",".316","0.718",".262",".453",".314",".340",".330",".191","71.8",24.8,12.3,9.5,30.3,23.4,"7.1",15,"88.9","17",37,10.5,39.3,"77.577234686","94.259379457",24.1,48.4
"Mederos, Victor",682989,2024,23,"4","5.1",27,21,7,4,2,0,1,5,6,18.5,22.2,".333",".571",".481","1.052",".375",".606",".453",".481",".514",".231","73.6",37.8,22.2,17.8,36.1,28.9,"7.6",2,"98","8.8",37.5,12.5,68.8,"89.60103","100.123508125",24,46.7
"Manning, Matt",666159,2024,26,"5","27.2",123,108,31,23,4,1,3,23,12,18.7,9.8,".287",".426",".350","0.776",".266",".424",".336",".332",".334",".159","71.2",23.1,13.8,10.8,34.5,26.9,"7.2",5,"88.1","21.1",36.4,9.1,35.2,"77.425987727","93.351234432",23.6,49.3
"Harris, Hogan",663687,2024,27,"21","72.1",305,266,65,42,14,2,7,61,33,20,10.8,".244",".391",".333","0.724",".260",".431",".320",".343",".348",".171","71",18,13.2,10.8,35.4,28.8,"7.2",8,"88.9","15.6",36.5,7.2,39.4,"78.64134","93.788121268",21.1,44.2
"Gillispie, Connor",687362,2024,26,"3","8.0",32,26,4,2,2,0,0,8,5,25,15.6,".154",".231",".281","0.512",".184",".328",".241",".293",".310",".144","72.8",27.9,12.5,9.8,27.1,21.3,"7.2",2,"90.3","24.2",36.8,15.8,47.4,"80.380316","95.044006842",25.8,47.8
"Thompson, Keegan",624522,2024,29,"24","30.1",127,107,19,11,4,1,3,36,18,28.3,14.2,".178",".318",".294","0.612",".224",".397",".277",".325",".333",".173","71.1",18.6,11.9,8.8,30,22.3,"7.3",3,"90.6","12.9",41.7,12.5,47.2,"80.077421111","94.990143056",28.2,45.5
"Hancock, Emerson",676106,2024,25,"12","60.2",266,239,62,41,7,2,12,39,19,14.7,7.1,".259",".456",".327","0.783",".290",".484",".339",".368",".359",".194","72.1",26.2,16,12.6,34.4,27.1,"7.3",5,"88.5","16.5",39.6,9.9,46,"76.538445842","94.375983366",21.9,50
"Castillo, Luis",622491,2024,31,"30","175.1",719,663,158,95,36,2,25,175,47,24.3,6.5,".238",".412",".293","0.705",".244",".404",".305",".306",".298",".160","71.3",19,13.4,10.1,32,24,"7.2",25,"89.7","16.3",37,8.5,41.9,"78.938131564","94.546516728",25.9,50.6
"Miller, Shelby",571946,2024,33,"51","55.2",225,203,41,22,10,0,9,49,13,21.8,5.8,".202",".384",".262","0.646",".222",".389",".280",".300",".286",".167","70.3",15.5,14.2,10.9,36.9,28.4,"7.1",9,"91.1","16.8",31,7.6,41.1,"82.009808481","94.576932468",24.3,49.3
"Thielbar, Caleb",573204,2024,37,"59","47.1",216,188,50,35,9,0,6,53,24,24.5,11.1,".266",".410",".344","0.754",".239",".393",".327",".315",".324",".154","70.2",12.9,12.2,9.3,30,22.8,"7.2",5,"88.3","16.2",34.5,10.1,33.8,"77.094068116","93.819488613",24.7,48.4
"Cueto, Johnny",456501,2024,38,"2","11.1",50,47,14,5,4,1,4,6,3,12,6,".298",".681",".340","1.021",".360",".750",".420",".480",".398",".390","71.3",15.7,28.3,24.3,53.3,45.7,"7.2",0,"93.9","13",36.6,17.1,56.1,"84.432320952","96.881684634",14.1,46.7
"Bachar, Lake",669199,2024,29,"10","9.1",40,36,10,7,1,0,2,11,4,27.5,10,".278",".472",".350","0.822",".274",".505",".357",".367",".347",".231","72.3",22,22.2,16.9,35.6,27.1,"7.4",1,"91.6","18.2",44,16,48,"82.225596923","95.3638272",27.1,43.5
"Sabrowski, Erik",681870,2024,26,"8","12.2",47,43,6,5,1,0,0,19,4,40.4,8.5,".140",".163",".213","0.376",".150",".193",".179",".196",".223",".043","71.8",24.2,8.3,6.1,21.9,15.9,"7.3",4,"88.6","20.8",29.2,0,33.3,"78.9673025","93.275564583",29,50.5
"Payamps, Joel",606303,2024,30,"68","59.0",235,212,39,21,10,1,7,59,18,25.1,7.7,".184",".340",".253","0.593",".238",".424",".254",".313",".305",".186","71.8",24.4,14.7,10.9,33.3,24.6,"7.4",5,"89.4","15.9",34,9.6,43.6,"78.170104675","94.581484248",27.1,48.1
"Ruiz, José",614179,2024,29,"52","51.0",217,196,51,35,8,0,8,52,17,24,7.8,".260",".423",".318","0.741",".253",".406",".320",".313",".314",".153","71.1",22.6,13.6,10.2,37,27.8,"7.3",12,"90.7","12.4",28.6,8.2,42.2,"80.897273288","94.637615655",27.6,50.8
"Frías, Luis",666818,2024,26,"11","9.2",53,45,19,12,4,1,2,12,7,22.6,13.2,".422",".689",".491","1.180",".343",".548",".493",".417",".425",".205","71.5",25,17.3,13.2,28.8,22.1,"7.5",2,"91.7","11.5",47.1,11.8,52.9,"81.289008235","95.399490882",25.2,46.7
"Rosenberg, Kenny",670046,2024,28,"7","24.0",104,96,28,17,6,0,5,17,8,16.3,7.7,".292",".510",".346","0.856",".287",".518",".365",".367",".342",".232","72.1",23.6,14.6,11.5,36.9,29.1,"7.4",1,"90.3","17.1",36.7,10.1,38,"80.688312051","94.176632179",22.2,46.9
"Detmers, Reid",672282,2024,24,"17","87.1",391,348,98,57,20,3,18,109,38,27.9,9.7,".282",".511",".353","0.864",".230",".404",".370",".314",".309",".174","71.6",22.1,12.5,9.3,33,24.5,"7.4",17,"89.9","16.2",34.3,10.7,39.3,"80.195033","94.042631125",29.2,48.9
"Howard, Spencer",675921,2024,27,"9","29.0",144,128,44,30,7,2,5,27,14,18.8,9.7,".344",".547",".406","0.953",".272",".465",".408",".352",".343",".193","70.9",18.8,19,14.6,38,29.2,"7.1",4,"91.8","16.9",35,8.7,44.7,"82.1198028","95.3186395",24,51.2
"Stone, Gavin",694813,2024,25,"25","140.1",580,537,133,88,25,2,18,116,37,20,6.4,".248",".402",".297","0.699",".253",".395",".304",".307",".303",".142","71.7",26.5,14,10.6,34,25.8,"7.4",13,"88.2","11.2",32.5,6.4,36.2,"77.107440095","93.702925548",24.7,50.5
"Sborz, Josh",622250,2024,30,"17","16.1",68,65,16,11,4,0,1,17,3,25,4.4,".246",".354",".279","0.633",".270",".406",".277",".310",".303",".136","71.3",20.4,9,7.1,24.7,19.5,"7.3",1,"88.6","13.3",35.4,6.3,39.6,"77.966238333","93.74685875",23,48.9
"Vásquez, Randy",681190,2024,25,"20","98.0",431,391,119,81,23,2,13,62,29,14.4,6.7,".304",".473",".360","0.833",".306",".487",".360",".368",".363",".181","72.1",24.5,13.7,11.3,32.3,26.4,"7.3",14,"88.7","15",38.7,8.7,39.6,"76.956422711","94.432349758",18.9,49.7
"Ramirez, Emmanuel",642629,2024,29,"15","20.2",92,80,21,10,6,2,3,21,8,22.8,8.7,".263",".500",".348","0.848",".254",".417",".362",".336",".343",".163","71.9",25.7,15.9,12.1,37.4,28.6,"7.5",8,"91","17.5",33.3,6.7,45,"81.339826667","95.171073051",27.9,46.4
"Campbell, Isaiah",663462,2024,26,"8","6.2",37,35,14,8,3,0,3,6,2,16.2,5.4,".400",".743",".432","1.175",".329",".633",".496",".423",".365",".304","71.9",25,25.9,21.9,48.1,40.6,"7.1",0,"90.6","6.5",37.9,10.3,48.3,"79.497439333","95.443220345",23.3,50.4
"Phillips, Tyler",663969,2024,26,"8","36.2",160,150,45,29,7,0,9,28,7,17.5,4.4,".300",".527",".338","0.865",".293",".521",".369",".370",".334",".228","72.2",27.8,16.7,13.2,34,26.7,"7.4",3,"88.9","12.7",38.2,13.8,40.7,"76.732659032","94.808056748",21.7,52.6
"Boyd, Matthew",571510,2024,33,"8","39.2",166,150,32,20,8,0,4,46,13,27.7,7.8,".213",".347",".283","0.630",".216",".328",".279",".274",".286",".112","71.1",20.9,12.1,8.8,30.1,21.8,"7.5",10,"87.6","20.2",36.2,6.7,38.1,"76.672859811","93.344921238",29.7,48.9
"Lorenzen, Michael",547179,2024,32,"26","130.1",535,468,101,63,20,1,17,97,59,18.1,11,".216",".372",".310","0.682",".243",".413",".303",".329",".334",".170","71.7",22.6,14.8,11.6,33.9,26.6,"7.3",13,"88.5","15.1",32.2,8,39.4,"76.902993817","94.185249946",22.8,44.7
"Cantillo, Joey",676282,2024,24,"9","38.2",163,147,35,18,11,0,6,44,15,27,9.2,".238",".435",".307","0.742",".224",".394",".321",".303",".296",".169","71.3",22.7,16.2,11.3,35,24.5,"7.4",7,"89.1","11",30.8,7.7,40.4,"78.602451538","93.98513835",31.1,43.5
"Buttó, José",676130,2024,26,"30","74.0",294,246,41,26,9,0,6,79,38,26.9,12.9,".167",".276",".287","0.563",".190",".318",".260",".288",".309",".128","72.2",27.5,14.3,10,31.1,21.7,"7.5",13,"88.7","15.9",30.2,7.6,37.8,"78.053468953","93.911438421",32,43.8
"Hurter, Brant",676428,2024,25,"10","45.1",175,167,34,23,6,1,4,38,6,21.7,3.4,".204",".323",".230","0.553",".203",".304",".240",".235",".230",".101","71.5",20.3,13,10.8,33.9,28.2,"7.2",5,"88.5","10.2",22.9,4.6,36.6,"77.293865781","93.860236875",20,48.1
"Mikolas, Miles",571945,2024,35,"32","171.2",720,683,194,113,51,4,26,122,25,16.9,3.5,".284",".485",".312","0.797",".278",".459",".339",".331",".308",".182","72",26.2,15.1,12.7,32.5,27.4,"7.3",11,"88.8","13.6",38.1,8.1,42.3,"77.511449435","94.25374515",16.4,49.8
"Povich, Cade",700249,2024,24,"16","79.2",352,313,80,44,22,2,12,69,34,19.6,9.7,".256",".454",".332","0.786",".232",".402",".339",".313",".312",".170","71.4",19.2,12.8,10,32.1,25,"7.3",7,"88.4","17.8",32.5,8.9,36.6,"77.604254426","93.762288566",22.3,47.2
"Knack, Landon",689017,2024,26,"15","69.0",286,264,58,33,9,2,14,69,18,24.1,6.3,".220",".428",".276","0.704",".225",".425",".304",".306",".281",".200","71.9",26.7,17.7,14.1,36.5,29,"7.3",6,"90.6","21.1",35.7,10.2,43.9,"80.515529184","94.680633316",23.1,46
"Maldonado, Anthony",687424,2024,26,"16","19.0",82,75,21,14,4,2,1,11,7,13.4,8.5,".280",".427",".341","0.768",".259",".374",".321",".295",".322",".115","71.9",22.5,11.1,7.8,32.2,22.5,"7.8",1,"85.3","19.8",34.4,3.1,26.6,"74.063641667","92.292927833",28.7,50.5
